# Det2
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Edep VisibleEdep Ntracks
-1618.67 1520.97 -50 -0.138947 0.10148 1.11289 52.3802 22 9512818 1012 1 1 0 0 1 
-509.928 363.779 -50 -0.0165494 0.00247185 0.620398 51.4211 22 9563424 1001 1 1 0.620596 0.620596 10 
-1579.75 -1206.06 -50 -0.0946539 -0.0738992 0.896588 51.384 22 9588390 1001 1 1 0 0 1 
-1562.75 -1056.66 -50 -0.0161214 0.029176 0.416122 52.9755 22 9595532 1001 1 1 0.0460182 0.0460182 2 
-244.161 -1197.69 -50 -0.0230847 -0.0769182 0.861688 51.4311 22 9611896 1001 1 1 0.578964 0.578964 2 
-1558.65 -967.317 -50 -0.0917999 -0.0500533 0.797266 51.4702 22 9711487 1001 1 1 0.121201 0.121201 2 
239.033 -1606.29 -50 0.0130936 -0.0696682 0.665636 51.3197 22 9737232 1001 1 1 0 0 1 
-1601 1661.89 -50 -0.0536396 0.0488227 0.480082 51.6801 22 9756258 1001 1 1 0.172557 0.172557 3 
-607.666 1278.63 -50 -0.0415511 0.0743185 0.769347 52.0324 22 9833677 1001 1 1 0.154338 0.154338 2 
1539.6 -963.496 -50 0.140358 -0.0278139 0.785837 51.6749 22 9980511 1013 1 1 0 0 1 
-1729.01 -971.477 -50 -0.168972 -0.105997 1.48092 51.5568 22 9981966 1001 1 1 0 0 1 
1303.91 583.731 -50 0.210516 -0.0141155 1.16016 52.04 22 10072447 1001 1 1 0.341557 0.341557 3 
-61.3006 1043.38 -50 -0.010196 0.0484687 0.512221 52.0316 22 10118965 1001 1 1 0.2268 0.2268 2 
-1125.9 1663.75 -50 -0.0514507 0.086426 0.699384 51.4999 22 10166406 1001 1 1 0 0 1 
1791.64 -1825.71 -50 0.111474 -0.0910384 0.776633 52.1854 22 10360260 1001 1 1 0.727072 0.727072 13 
1470.11 685.031 -50 0.127723 0.0574258 1.14808 53.0949 22 10370878 1001 1 1 0 0 1 
864.807 734.939 -50 0.0373223 0.0307719 0.612266 51.3046 22 10464492 1001 1 1 0.517804 0.517804 7 
1907.25 138.214 -50 0.0851096 0.00449837 0.714042 51.4665 22 10570814 1001 1 1 0.158969 0.158969 2 
780.103 -1778.12 -50 0.0692275 -0.162433 1.34252 51.245 22 10606118 1001 1 1 1.17362 1.17362 4 
269.762 913.59 -50 0.0277433 0.0597788 1.14525 51.1342 22 10668757 1001 1 1 1.015 1.015 7 
